customer_id,has_mobile_app,has_web_account,mobile_logins_wk,web_logins_wk,avg_mobile_time,avg_web_time,last_mobile_use,last_web_use
888,1,1,2.0,0.0,7.65,0.0,2024-08-19,2023-07-13
889,1,1,4.0,7.0,5.76,2.95,2024-10-11,2024-09-05
890,0,0,,,,,,
891,1,1,0.0,10.0,0.0,1.66,2024-05-31,2023-03-28
892,0,0,,,,,,
893,1,1,10.0,0.0,2.45,0.0,2023-10-25,2024-10-09
894,0,1,,6.0,,1.86,,2024-07-11
895,1,1,10.0,0.0,2.59,0.0,2023-08-04,2023-10-18
896,1,1,3.0,0.0,5.19,0.0,2024-10-04,2023-09-28
897,0,1,,9.0,,2.99,,2024-05-11
898,1,1,3.0,3.0,7.67,6.13,2024-07-13,2024-11-17
899,1,1,5.0,0.0,6.02,0.0,2024-07-18,2023-01-30
900,1,1,8.0,3.0,6.79,8.1,2024-11-20,2024-08-19
901,1,1,8.0,10.0,5.89,2.33,2024-08-06,2024-04-05
902,1,1,3.0,1.0,6.88,15.3,2024-09-02,2024-08-01
903,1,1,5.0,0.0,5.56,0.0,2024-08-13,2024-03-07
904,1,1,8.0,0.0,7.85,0.0,2024-07-16,2023-11-18
905,0,1,,1.0,,15.63,,2024-10-27
906,0,0,,,,,,
907,0,1,,4.0,,8.65,,2024-08-29
908,0,1,,1.0,,16.55,,2024-12-27
909,1,1,4.0,3.0,7.21,6.69,2024-07-07,2024-08-09
910,1,1,11.0,6.0,2.2,1.92,2024-09-05,2024-07-03
911,1,1,10.0,0.0,2.68,0.0,2024-03-26,2024-01-22
912,1,1,4.0,7.0,5.62,2.98,2024-10-03,2024-03-20
913,0,1,,0.0,,0.0,,2024-07-12
914,1,1,3.0,3.0,6.17,6.75,2024-08-25,2024-10-15
915,1,1,12.0,0.0,2.27,0.0,2023-10-25,2023-06-21
916,1,1,4.0,3.0,7.23,7.73,2024-10-12,2024-11-04
917,1,1,5.0,0.0,4.91,0.0,2024-11-11,2024-06-24
918,1,1,12.0,0.0,1.37,0.0,2023-04-04,2023-02-08
919,1,1,3.0,9.0,6.77,2.59,2024-11-14,2023-03-28
920,1,1,3.0,3.0,4.1,9.47,2024-09-04,2024-11-29
921,1,1,6.0,5.0,5.79,6.97,2024-07-18,2024-07-05
922,1,1,1.0,5.0,7.41,8.79,2024-10-28,2024-07-07
923,1,1,6.0,0.0,5.09,0.0,2024-08-03,2024-06-26
924,1,1,6.0,0.0,4.86,0.0,2024-07-26,2024-07-31
925,0,1,,6.0,,2.77,,2023-09-14
926,1,1,10.0,8.0,3.0,2.34,2024-11-26,2024-03-18
927,1,1,12.0,1.0,1.97,16.61,2023-09-19,2024-12-29
928,0,0,,,,,,
929,1,1,5.0,8.0,4.52,1.74,2024-09-11,2023-11-02
930,1,1,6.0,5.0,6.09,7.8,2024-08-06,2024-10-14
931,1,1,5.0,1.0,8.0,15.84,2024-09-25,2024-07-05
932,0,0,,,,,,
933,1,1,11.0,1.0,2.18,17.36,2023-08-05,2024-12-21
934,1,1,3.0,3.0,5.66,6.8,2024-09-04,2024-10-14
935,1,1,8.0,2.0,4.36,15.79,2024-11-09,2024-07-22
936,1,1,5.0,0.0,6.88,0.0,2024-11-26,2023-09-07
937,1,1,5.0,5.0,5.44,7.31,2024-07-05,2024-07-29
938,1,1,10.0,3.0,2.73,6.0,2023-05-07,2024-07-22
939,0,1,,0.0,,0.0,,2024-10-01
940,0,1,,2.0,,15.95,,2024-10-25
941,1,1,3.0,6.0,6.67,1.27,2024-08-11,2024-07-06
942,1,1,10.0,1.0,2.47,17.71,2024-09-04,2024-12-31
943,1,1,10.0,2.0,1.67,18.64,2024-02-18,2024-12-30
944,1,1,4.0,3.0,6.6,6.56,2024-07-26,2024-07-11
945,1,1,5.0,4.0,7.07,7.13,2024-09-30,2024-07-24
946,1,1,12.0,3.0,2.12,7.94,2023-01-18,2024-07-20
947,1,1,11.0,5.0,2.14,6.0,2024-01-30,2024-08-02
948,1,1,0.0,5.0,0.0,8.48,2024-09-25,2024-10-04
949,1,1,7.0,10.0,5.42,1.59,2024-07-19,2023-11-30
950,1,1,5.0,0.0,5.09,0.0,2024-09-03,2024-07-23
951,1,1,3.0,2.0,6.79,15.33,2024-10-26,2024-10-07
952,1,1,12.0,0.0,2.44,0.0,2024-01-28,2024-07-16
953,1,1,10.0,6.0,1.48,1.63,2024-06-22,2023-11-25
954,0,0,,,,,,
955,0,0,,,,,,
956,1,1,0.0,5.0,0.0,8.16,2023-08-06,2024-09-06
957,1,1,4.0,6.0,5.93,1.03,2024-09-10,2023-06-16
958,1,1,3.0,3.0,7.14,7.57,2024-09-22,2024-10-31
959,1,1,7.0,4.0,5.45,7.63,2024-09-13,2024-10-06
960,1,1,5.0,3.0,5.83,8.63,2024-11-30,2024-10-01
961,1,1,5.0,0.0,5.58,0.0,2024-08-20,2023-12-05
962,1,1,10.0,1.0,1.81,16.87,2024-04-29,2024-12-31
963,1,1,1.0,0.0,6.43,0.0,2024-08-16,2023-04-30
964,1,1,3.0,2.0,3.0,16.77,2024-09-14,2024-12-26
965,1,1,7.0,7.0,4.89,2.16,2024-09-15,2023-03-01
966,1,1,5.0,2.0,7.29,16.7,2024-10-05,2024-12-27
967,1,1,6.0,4.0,6.61,6.0,2024-08-18,2024-07-10
968,0,0,,,,,,
969,1,1,10.0,0.0,2.27,0.0,2024-06-30,2024-08-22
970,0,0,,,,,,
971,1,1,3.0,0.0,5.93,0.0,2024-11-04,2023-04-07
972,0,0,,,,,,
973,1,1,3.0,4.0,5.83,8.78,2024-10-19,2024-08-07
974,1,1,12.0,5.0,2.36,8.85,2024-10-13,2024-10-20
975,0,1,,0.0,,0.0,,2023-07-27
976,0,0,,,,,,
977,1,1,10.0,8.0,1.82,1.8,2024-06-24,2023-10-30
978,1,1,4.0,6.0,5.29,1.77,2024-07-17,2024-10-06
979,0,0,,,,,,
980,0,1,,4.0,,7.25,,2024-10-27
981,0,1,,0.0,,0.0,,2023-07-20
982,0,0,,,,,,
983,1,1,11.0,2.0,2.29,15.01,2023-10-03,2024-07-16
984,0,1,,3.0,,7.94,,2024-07-08
985,1,1,3.0,5.0,5.22,8.09,2024-11-23,2024-09-08
986,0,0,,,,,,
987,0,0,,,,,,
988,1,1,3.0,5.0,5.39,8.93,2024-10-24,2024-10-10
989,0,0,,,,,,
990,0,0,,,,,,
991,1,1,5.0,5.0,6.37,8.4,2024-07-26,2024-10-24
992,1,1,11.0,6.0,1.97,1.91,2024-05-20,2024-08-05
993,1,1,10.0,5.0,2.17,7.57,2023-10-06,2024-07-31
994,1,1,12.0,7.0,1.39,2.51,2023-09-30,2023-01-16
995,1,1,3.0,1.0,5.31,17.04,2024-11-21,2024-12-20
996,1,1,6.0,1.0,5.5,15.21,2024-09-03,2024-08-09
997,0,1,,0.0,,0.0,,2024-03-08
998,0,1,,5.0,,7.48,,2024-08-14
999,1,1,11.0,7.0,2.74,1.81,2023-10-04,2023-07-21
1000,1,1,3.0,8.0,6.35,1.27,2024-11-07,2023-04-08
1001,0,1,,0.0,,0.0,,2023-10-31
1002,1,1,4.0,5.0,5.91,7.46,2024-10-14,2024-10-28
1003,1,1,6.0,7.0,4.96,2.39,2024-08-08,2024-06-08
1004,1,1,7.0,5.0,5.89,6.7,2024-07-06,2024-11-21
1005,1,1,5.0,2.0,4.79,14.97,2024-09-14,2024-08-02
1006,1,1,4.0,2.0,5.85,15.56,2024-10-04,2024-11-03
1007,1,1,3.0,1.0,4.45,17.68,2024-10-09,2024-12-20
1008,1,1,4.0,6.0,5.5,2.74,2024-07-29,2023-11-15
1009,1,1,1.0,2.0,6.0,16.95,2024-07-12,2024-12-22
1010,1,1,6.0,5.0,4.04,7.85,2024-09-26,2024-11-08
1011,1,1,4.0,4.0,7.12,6.0,2024-08-09,2024-08-13
1012,1,1,3.0,6.0,5.55,2.06,2024-11-15,2023-06-19
1013,0,0,,,,,,
1014,1,1,4.0,2.0,4.18,16.02,2024-07-22,2024-12-28
1015,1,1,10.0,0.0,1.57,0.0,2023-09-11,2024-10-17
1016,1,1,5.0,0.0,5.69,0.0,2024-11-04,2024-02-14
1017,1,1,10.0,5.0,1.96,6.87,2024-05-09,2024-11-30
1018,1,1,4.0,7.0,6.36,0.78,2024-08-22,2024-04-09
1019,1,1,5.0,7.0,5.64,1.84,2024-07-14,2024-07-13
1020,1,1,12.0,8.0,2.01,2.07,2023-02-24,2023-07-09
1021,1,1,3.0,5.0,4.18,7.93,2024-10-25,2024-08-16
1022,0,0,,,,,,
1023,1,1,4.0,7.0,5.31,2.56,2024-11-12,2024-02-17
1024,1,1,6.0,3.0,7.18,8.18,2024-11-14,2024-11-04
1025,0,0,,,,,,
1026,0,0,,,,,,
1027,1,1,5.0,2.0,5.44,16.09,2024-10-14,2024-12-27
1028,1,1,8.0,0.0,5.4,0.0,2024-08-18,2024-08-06
1029,0,1,,3.0,,6.69,,2024-07-13
1030,0,0,,,,,,
1031,0,1,,10.0,,2.93,,2023-09-09
1032,1,1,0.0,3.0,0.0,6.83,2023-01-10,2024-09-13
1033,0,1,,2.0,,16.91,,2024-12-28
1034,1,1,11.0,0.0,1.73,0.0,2024-06-11,2024-02-19
1035,1,1,3.0,0.0,4.16,0.0,2024-10-06,2023-08-14
1036,1,1,12.0,3.0,2.22,9.16,2024-01-16,2024-08-18
1037,1,1,6.0,0.0,5.79,0.0,2024-08-29,2023-11-19
1038,0,1,,3.0,,7.84,,2024-10-13
1039,0,0,,,,,,
1040,1,1,7.0,3.0,7.91,8.29,2024-09-15,2024-10-01
1041,1,1,0.0,3.0,0.0,9.55,2024-05-15,2024-08-02
1042,0,0,,,,,,
1043,0,1,,1.0,,16.88,,2024-12-23
1044,1,1,12.0,4.0,1.71,8.71,2023-10-09,2024-07-13
1045,0,1,,6.0,,1.93,,2024-01-12
1046,1,1,5.0,0.0,6.68,0.0,2024-07-20,2023-08-27
1047,0,0,,,,,,
1048,1,1,12.0,5.0,2.22,7.41,2024-05-25,2024-11-29
1049,0,0,,,,,,
1050,1,1,5.0,5.0,6.27,8.04,2024-07-16,2024-07-15
1051,0,0,,,,,,
1052,1,1,4.0,2.0,7.3,16.68,2024-09-02,2024-12-27
1053,1,1,6.0,10.0,4.92,2.03,2024-10-20,2023-12-18
1054,0,1,,3.0,,8.1,,2024-10-21
1055,0,1,,3.0,,8.94,,2024-10-29
1056,1,1,5.0,1.0,4.2,16.87,2024-08-02,2024-12-31
1057,1,1,10.0,2.0,1.6,16.86,2023-04-22,2024-12-27
1058,0,0,,,,,,
1059,1,1,4.0,3.0,5.62,8.19,2024-07-08,2024-08-13
1060,1,1,12.0,1.0,2.35,14.79,2024-10-25,2024-07-10
1061,1,1,4.0,1.0,7.19,16.83,2024-10-31,2024-12-20
1062,1,1,5.0,0.0,3.56,0.0,2024-11-15,2023-01-21
1063,1,1,4.0,3.0,4.46,7.85,2024-11-25,2024-11-25
1064,0,1,,2.0,,15.26,,2024-08-11
1065,1,1,3.0,1.0,6.41,15.63,2024-10-30,2024-09-20
1066,1,1,12.0,0.0,2.72,0.0,2024-08-30,2023-10-27
1067,0,1,,3.0,,7.47,,2024-07-25
1068,1,1,9.0,0.0,6.09,0.0,2024-10-18,2024-02-09
1069,0,0,,,,,,
1070,1,1,3.0,8.0,6.62,2.26,2024-11-09,2024-01-12
1071,0,0,,,,,,
1072,0,0,,,,,,
1073,0,1,,0.0,,0.0,,2024-01-03
1074,1,1,0.0,3.0,0.0,6.8,2024-01-02,2024-09-04
1075,1,1,9.0,2.0,4.84,15.36,2024-07-20,2024-08-01
1076,0,0,,,,,,
1077,1,1,4.0,0.0,4.97,0.0,2024-07-05,2023-01-11
1078,0,1,,3.0,,8.69,,2024-07-18
1079,1,1,4.0,5.0,4.82,7.43,2024-09-28,2024-11-28
1080,1,1,4.0,3.0,4.47,7.24,2024-08-11,2024-10-03
1081,0,1,,0.0,,0.0,,2024-03-06
1082,1,1,8.0,0.0,4.29,0.0,2024-08-08,2024-10-04
1083,1,1,4.0,6.0,3.3,2.06,2024-11-21,2024-03-09
1084,0,0,,,,,,
1085,0,1,,9.0,,3.07,,2023-09-24
1086,1,1,0.0,0.0,0.0,0.0,2023-08-28,2023-05-31
1087,1,1,3.0,0.0,4.87,0.0,2024-07-12,2024-01-22
1088,1,1,0.0,6.0,0.0,1.55,2023-01-11,2023-07-29
1089,1,1,7.0,6.0,5.12,2.33,2024-08-12,2023-01-19
1090,1,1,6.0,7.0,7.47,1.84,2024-08-30,2024-02-19
1091,0,1,,5.0,,7.77,,2024-10-09
1092,1,1,5.0,2.0,5.94,15.6,2024-07-11,2024-07-19
1093,1,1,3.0,3.0,6.23,6.72,2024-08-25,2024-10-09
1094,1,1,7.0,3.0,4.83,9.04,2024-08-02,2024-09-18
1095,0,0,,,,,,
1096,1,1,4.0,1.0,5.76,15.55,2024-11-20,2024-10-21
1097,1,1,3.0,6.0,7.09,1.62,2024-07-03,2024-08-23
1098,0,0,,,,,,
1099,1,1,5.0,6.0,6.02,2.59,2024-07-26,2023-05-08
1100,1,1,6.0,2.0,5.78,16.95,2024-09-22,2024-12-20
1101,1,1,2.0,0.0,6.92,0.0,2024-08-15,2024-07-31
1102,1,1,4.0,1.0,4.81,16.92,2024-10-04,2024-12-21
1103,1,1,3.0,2.0,6.17,18.62,2024-08-22,2024-12-30
1104,1,1,6.0,3.0,7.1,8.94,2024-08-04,2024-11-16
1105,1,1,10.0,3.0,2.49,8.26,2023-04-03,2024-09-18
1106,1,1,3.0,2.0,5.77,16.88,2024-10-31,2024-12-28
1107,1,1,10.0,0.0,2.51,0.0,2023-08-24,2023-12-31
1108,0,1,,0.0,,0.0,,2023-01-14
1109,1,1,4.0,4.0,5.62,6.2,2024-11-06,2024-11-11
1110,1,1,10.0,5.0,2.02,8.86,2023-04-15,2024-11-28
1111,0,1,,6.0,,3.53,,2023-12-09
1112,0,1,,7.0,,1.95,,2024-10-24
1113,1,1,5.0,2.0,5.62,15.36,2024-07-05,2024-08-04
1114,0,1,,0.0,,0.0,,2023-12-25
1115,1,1,4.0,4.0,5.64,7.71,2024-11-06,2024-08-31
1116,1,1,5.0,10.0,4.66,2.58,2024-11-07,2023-09-30
1117,1,1,3.0,1.0,5.34,15.96,2024-10-31,2024-11-17
1118,0,1,,3.0,,8.07,,2024-10-25
1119,1,1,1.0,4.0,8.47,10.45,2024-12-23,2024-08-02
1120,1,1,12.0,6.0,1.81,2.32,2024-05-14,2023-09-07
1121,1,1,3.0,3.0,3.42,7.53,2024-07-05,2024-08-03
1122,0,0,,,,,,
1123,1,1,12.0,1.0,2.63,15.44,2023-09-21,2024-10-27
1124,1,1,3.0,3.0,5.97,7.89,2024-11-07,2024-08-11
1125,1,1,3.0,3.0,5.44,8.24,2024-10-03,2024-07-24
1126,1,1,4.0,6.0,4.62,2.7,2024-11-23,2023-11-13
1127,0,1,,5.0,,8.11,,2024-10-29
1128,0,1,,0.0,,0.0,,2023-05-16
1129,1,1,3.0,2.0,6.71,16.54,2024-07-24,2024-12-24
1130,0,1,,6.0,,2.14,,2023-12-25
1131,1,1,3.0,0.0,5.72,0.0,2024-10-09,2023-06-06
1132,0,0,,,,,,
1133,1,1,3.0,4.0,5.65,8.28,2024-08-30,2024-08-24
1134,1,1,12.0,6.0,1.77,1.77,2023-03-17,2024-10-04
1135,1,1,12.0,1.0,2.73,16.04,2024-10-13,2024-12-26
1136,1,1,5.0,4.0,5.58,7.4,2024-08-31,2024-09-26
1137,1,1,5.0,0.0,3.22,0.0,2024-07-24,2024-02-21
1138,1,1,5.0,3.0,6.18,7.68,2024-09-23,2024-07-08
1139,1,1,5.0,6.0,4.36,2.45,2024-09-02,2024-06-25
1140,0,1,,3.0,,8.2,,2024-09-24
1141,1,1,3.0,0.0,4.33,0.0,2024-08-24,2024-04-23
1142,1,1,4.0,3.0,3.86,9.02,2024-07-06,2024-09-11
1143,1,1,6.0,3.0,4.61,7.74,2024-10-09,2024-10-30
1144,1,1,3.0,3.0,3.86,7.8,2024-08-31,2024-08-31
1145,1,1,0.0,3.0,0.0,7.75,2023-01-10,2024-07-18
1146,1,1,8.0,7.0,5.34,1.88,2024-11-23,2024-04-23
1147,1,1,10.0,3.0,1.4,8.73,2024-06-26,2024-07-27
1148,0,0,,,,,,
1149,1,1,8.0,2.0,6.59,18.46,2024-09-01,2024-12-25
1150,0,0,,,,,,
1151,1,1,3.0,5.0,4.1,10.14,2024-10-09,2024-07-28
1152,1,1,3.0,9.0,6.24,1.0,2024-09-29,2024-01-03
1153,1,1,4.0,1.0,5.45,17.4,2024-08-29,2024-12-21
1154,0,0,,,,,,
1155,0,0,,,,,,
1156,1,1,10.0,0.0,1.79,0.0,2023-04-16,2024-07-07
1157,1,1,5.0,4.0,4.72,9.28,2024-11-01,2024-08-04
1158,1,1,0.0,6.0,0.0,0.66,2023-10-22,2024-06-08
1159,0,0,,,,,,
1160,1,1,3.0,5.0,4.35,6.73,2024-09-23,2024-08-04
1161,0,1,,3.0,,7.6,,2024-11-01
1162,1,1,5.0,0.0,4.66,0.0,2024-08-11,2024-09-24
1163,1,1,3.0,3.0,6.61,7.86,2024-08-25,2024-10-14
1164,1,1,4.0,3.0,6.5,7.63,2024-09-15,2024-10-21
1165,0,1,,0.0,,0.0,,2024-06-26
1166,1,1,6.0,5.0,4.53,9.41,2024-11-08,2024-07-28
1167,1,1,6.0,7.0,4.77,2.39,2024-10-12,2024-05-30
1168,1,1,5.0,7.0,4.48,2.66,2024-09-24,2024-07-21
1169,1,1,4.0,3.0,5.19,8.92,2024-08-28,2024-09-01
1170,0,0,,,,,,
1171,1,1,4.0,1.0,8.0,16.73,2024-10-19,2024-12-23
1172,1,1,8.0,1.0,6.49,16.06,2024-10-12,2024-12-28
1173,0,1,,8.0,,2.47,,2024-05-29
1174,0,0,,,,,,
1175,1,1,6.0,0.0,4.45,0.0,2024-09-26,2024-02-17
1176,1,1,0.0,2.0,0.0,16.03,2024-10-12,2024-12-30
1177,1,1,4.0,3.0,5.45,9.04,2024-11-15,2024-11-22
1178,1,1,6.0,4.0,5.17,8.91,2024-07-18,2024-09-01
1179,1,1,1.0,0.0,5.87,0.0,2024-11-15,2023-08-15
1180,1,1,3.0,5.0,5.77,8.11,2024-08-17,2024-10-19
1181,1,1,2.0,3.0,7.24,7.44,2024-10-02,2024-07-05
1182,1,1,7.0,5.0,4.76,6.99,2024-08-12,2024-11-20
1183,1,1,6.0,6.0,4.93,2.19,2024-10-06,2023-10-14
1184,1,1,7.0,6.0,3.73,1.81,2024-07-01,2024-05-16
1185,1,1,12.0,8.0,1.63,2.12,2024-08-28,2024-07-21
1186,1,1,1.0,3.0,7.54,7.97,2024-09-27,2024-11-11
1187,1,1,7.0,6.0,4.77,1.82,2024-08-07,2023-11-04
1188,1,1,5.0,3.0,6.41,8.17,2024-08-24,2024-07-29
1189,1,1,5.0,0.0,6.67,0.0,2024-11-24,2024-09-09
1190,1,1,6.0,1.0,6.81,15.4,2024-09-09,2024-10-27
1191,0,1,,3.0,,6.88,,2024-10-05
1192,1,1,0.0,5.0,0.0,6.0,2024-06-02,2024-11-03
1193,1,1,4.0,1.0,6.1,16.23,2024-08-05,2024-12-31
1194,1,1,11.0,2.0,0.78,17.43,2023-05-01,2024-12-26
1195,1,1,5.0,6.0,6.27,2.05,2024-10-25,2023-12-31
1196,1,1,4.0,5.0,6.36,8.38,2024-09-14,2024-08-02
1197,1,1,3.0,5.0,6.11,8.09,2024-09-28,2024-11-22
1198,1,1,3.0,6.0,4.76,2.57,2024-11-28,2024-09-16
1199,0,0,,,,,,
1200,1,1,3.0,6.0,4.87,0.87,2024-07-02,2023-01-12
1201,0,0,,,,,,
1202,1,1,4.0,9.0,6.16,2.24,2024-09-21,2024-07-19
1203,0,0,,,,,,
1204,0,1,,0.0,,0.0,,2023-04-20
1205,1,1,3.0,0.0,5.18,0.0,2024-08-25,2023-03-14
1206,1,1,2.0,6.0,7.78,2.29,2024-11-29,2024-03-17
1207,1,1,5.0,0.0,5.47,0.0,2024-08-27,2023-09-12
1208,1,1,5.0,3.0,7.69,7.97,2024-11-06,2024-08-02
1209,0,1,,1.0,,15.34,,2024-09-06
1210,1,1,12.0,6.0,1.75,2.51,2023-05-29,2024-03-07
1211,1,1,6.0,1.0,5.49,17.35,2024-10-10,2024-12-27
1212,0,1,,6.0,,1.64,,2023-01-06
1213,0,1,,5.0,,8.69,,2024-09-18
1214,0,0,,,,,,
1215,0,1,,0.0,,0.0,,2023-10-25
1216,1,1,11.0,1.0,2.46,15.46,2023-03-06,2024-10-11
1217,1,1,6.0,6.0,4.24,1.77,2024-08-27,2024-10-20
1218,1,1,3.0,3.0,7.09,8.12,2024-07-10,2024-07-13
1219,1,1,3.0,3.0,4.64,8.12,2024-11-10,2024-11-26
1220,1,1,3.0,0.0,4.21,0.0,2024-07-16,2023-05-02
1221,0,1,,0.0,,0.0,,2023-09-30
1222,1,1,1.0,1.0,7.35,14.84,2024-08-31,2024-10-04
1223,1,1,4.0,7.0,4.82,1.91,2024-08-29,2024-10-25
1224,1,1,3.0,3.0,4.63,8.1,2024-09-09,2024-09-25
1225,0,1,,2.0,,14.93,,2024-10-15
1226,1,1,3.0,0.0,5.28,0.0,2024-08-16,2023-09-11
1227,1,1,3.0,2.0,4.11,16.39,2024-10-01,2024-12-27
1228,0,1,,3.0,,8.83,,2024-11-17
1229,1,1,7.0,3.0,3.87,8.74,2024-07-08,2024-07-31
1230,1,1,4.0,7.0,5.44,2.55,2024-08-15,2023-12-09
1231,1,1,10.0,0.0,1.95,0.0,2023-12-19,2024-06-18
1232,1,1,3.0,8.0,3.0,1.55,2024-09-24,2024-10-08
1233,1,1,10.0,6.0,2.07,1.95,2024-03-30,2024-06-20
1234,1,1,7.0,5.0,6.43,10.07,2024-11-17,2024-08-14
1235,1,1,7.0,5.0,3.63,9.66,2024-10-06,2024-11-16
1236,1,1,12.0,5.0,1.96,7.72,2024-08-21,2024-07-30
1237,1,1,3.0,3.0,5.37,7.44,2024-11-03,2024-11-14
1238,1,1,7.0,0.0,5.5,0.0,2024-11-09,2024-10-06
1239,1,1,7.0,3.0,4.95,8.2,2024-09-01,2024-09-12
1240,0,0,,,,,,
1241,1,1,0.0,4.0,0.0,8.28,2024-04-04,2024-09-16
1242,0,1,,3.0,,8.02,,2024-09-28
1243,0,1,,3.0,,9.76,,2024-07-30
1244,0,0,,,,,,
1245,1,1,3.0,1.0,4.77,16.96,2024-11-06,2024-12-25
1246,1,1,8.0,1.0,4.78,16.57,2024-07-15,2024-12-21
1247,1,1,1.0,5.0,6.08,6.98,2024-07-30,2024-07-14
1248,1,1,3.0,0.0,5.34,0.0,2024-07-22,2024-04-16
1249,1,1,3.0,0.0,3.93,0.0,2024-10-20,2024-10-17
1250,1,1,6.0,4.0,3.66,7.4,2024-10-06,2024-08-20
1251,0,0,,,,,,
1252,1,1,6.0,3.0,5.35,7.65,2024-08-19,2024-09-26
1253,1,1,4.0,1.0,5.77,16.32,2024-07-05,2024-12-30
1254,0,0,,,,,,
1255,1,1,3.0,3.0,5.56,6.56,2024-11-26,2024-11-26
1256,1,1,5.0,2.0,6.09,16.94,2024-09-14,2024-12-22
1257,1,1,5.0,0.0,5.19,0.0,2024-08-24,2024-10-02
1258,1,1,5.0,3.0,3.38,8.32,2024-08-27,2024-07-30
1259,1,1,0.0,3.0,0.0,7.28,2024-10-29,2024-07-04
1260,1,1,10.0,5.0,2.04,6.64,2023-02-18,2024-10-18
1261,1,1,4.0,2.0,4.98,15.51,2024-10-29,2024-10-22
1262,0,0,,,,,,
1263,1,1,12.0,1.0,2.14,16.83,2024-01-21,2024-12-28
1264,0,1,,5.0,,8.49,,2024-07-04
1265,0,0,,,,,,
1266,1,1,5.0,6.0,6.12,2.24,2024-10-03,2023-12-14
1267,1,1,5.0,7.0,6.25,2.29,2024-09-02,2023-12-03
1268,1,1,9.0,5.0,4.57,8.45,2024-10-09,2024-09-22
1269,0,0,,,,,,
1270,0,1,,4.0,,8.12,,2024-08-24
1271,0,0,,,,,,
1272,1,1,4.0,0.0,6.37,0.0,2024-09-18,2024-01-19
1273,1,1,5.0,6.0,5.38,2.38,2024-08-07,2024-01-22
1274,0,1,,5.0,,7.87,,2024-08-15
1275,1,1,6.0,6.0,7.2,3.2,2024-09-10,2023-10-02
1276,1,1,3.0,0.0,6.58,0.0,2024-11-07,2024-08-03
1277,0,1,,2.0,,15.14,,2024-09-05
1278,0,0,,,,,,
1279,1,1,4.0,3.0,6.65,7.77,2024-10-20,2024-08-31
1280,1,1,5.0,3.0,5.6,7.1,2024-10-06,2024-10-29
1281,1,1,10.0,4.0,2.12,8.84,2023-09-01,2024-11-24
1282,1,1,6.0,0.0,4.79,0.0,2024-10-04,2024-10-28
1283,0,1,,2.0,,16.99,,2024-12-22
1284,1,1,0.0,3.0,0.0,8.7,2024-06-10,2024-11-05
1285,1,1,10.0,1.0,2.04,14.42,2024-04-11,2024-10-12
1286,1,1,0.0,0.0,0.0,0.0,2024-04-22,2024-06-30
1287,1,1,3.0,0.0,4.08,0.0,2024-07-10,2023-09-05
1288,1,1,5.0,9.0,4.59,1.22,2024-10-22,2023-10-20
1289,1,1,3.0,2.0,4.52,15.62,2024-08-29,2024-11-14
1290,1,1,3.0,5.0,5.82,8.24,2024-07-18,2024-10-12
1291,1,1,3.0,0.0,4.91,0.0,2024-10-28,2023-12-19
1292,1,1,4.0,3.0,4.55,7.05,2024-07-09,2024-08-20
1293,1,1,2.0,4.0,6.61,8.15,2024-09-04,2024-08-30
1294,0,0,,,,,,
1295,1,1,9.0,0.0,7.31,0.0,2024-07-25,2023-04-24
1296,1,1,3.0,0.0,5.43,0.0,2024-09-22,2024-09-05
1297,1,1,6.0,6.0,4.57,0.95,2024-08-19,2024-08-08
1298,1,1,1.0,5.0,7.07,9.07,2024-07-13,2024-11-23
1299,1,1,4.0,5.0,6.13,6.33,2024-08-06,2024-09-21
1300,0,0,,,,,,
1301,1,1,12.0,0.0,1.85,0.0,2023-07-05,2024-05-18
1302,0,0,,,,,,
1303,1,1,3.0,3.0,5.35,9.12,2024-11-20,2024-11-13
1304,1,1,12.0,7.0,1.29,1.95,2023-08-07,2024-10-21
1305,1,1,4.0,0.0,5.74,0.0,2024-11-24,2023-04-07
1306,0,1,,3.0,,6.33,,2024-10-11
1307,1,1,5.0,0.0,6.87,0.0,2024-11-05,2023-11-14
1308,1,1,9.0,4.0,6.95,6.0,2024-07-09,2024-08-04
1309,0,0,,,,,,
1310,1,1,6.0,3.0,5.39,8.94,2024-08-03,2024-07-02
1311,1,1,12.0,0.0,1.73,0.0,2024-01-08,2023-05-11
1312,0,0,,,,,,
1313,1,1,7.0,1.0,4.6,16.09,2024-09-16,2024-12-31
1314,0,0,,,,,,
1315,0,0,,,,,,
1316,0,0,,,,,,
1317,1,1,0.0,3.0,0.0,7.65,2024-03-31,2024-11-27
1318,1,1,3.0,3.0,4.72,8.51,2024-11-08,2024-07-25
1319,1,1,4.0,3.0,4.53,7.6,2024-11-22,2024-08-16
1320,1,1,10.0,1.0,1.44,15.26,2024-03-19,2024-07-25
1321,1,1,7.0,3.0,5.51,7.04,2024-11-29,2024-09-18
1322,1,1,6.0,3.0,5.23,7.57,2024-07-25,2024-07-03
1323,0,1,,0.0,,0.0,,2024-08-29
1324,1,1,10.0,3.0,1.53,8.6,2024-10-10,2024-08-16
1325,1,1,7.0,1.0,5.83,16.1,2024-09-14,2024-12-29
1326,0,0,,,,,,
1327,0,1,,0.0,,0.0,,2024-06-20
1328,1,1,2.0,3.0,9.22,8.93,2024-12-24,2024-11-17
1329,1,1,5.0,4.0,5.92,7.41,2024-11-11,2024-07-14
