engagement_id,customer_id,campaign_id,channel_used,has_engaged,day,month,duration
9025,2637,92,Landline,0,2,December,
9026,832,84,Landline,0,27,January,
9027,1642,35,TikTok,0,27,January,
9028,2010,64,TikTok,0,12,July,
9029,554,34,Instagram,0,13,November,
9030,2659,85,Landline,0,13,May,
9031,3697,71,Website,0,14,January,
9032,3770,9,Email,0,27,October,
9033,2643,58,TikTok,0,31,March,
9034,11,88,Landline,0,4,May,
9035,1993,32,Google Ads,0,24,October,
9036,2753,67,Instagram,0,5,September,
9037,3869,74,Website,0,2,September,
9038,1795,55,TikTok,1,1,May,140
9039,3628,79,Website,0,1,September,
9040,3979,55,TikTok,0,28,April,
9041,2177,24,Google Ads,0,20,May,
9042,2461,19,Google Ads,0,1,May,
9043,3936,34,Instagram,1,2,November,132
9044,1351,22,Google Ads,0,3,October,
9045,1830,31,Google Ads,0,10,March,
9046,3294,47,Instagram,0,16,October,
9047,1686,98,Landline,0,29,January,
9048,610,85,Telephone,0,15,May,
9049,3215,75,Website,0,15,September,
9050,2948,75,Website,0,30,August,
9051,3527,61,TikTok,0,28,August,
9052,2425,30,Google Ads,1,28,August,149
9053,3690,8,Email,0,28,October,
9054,2991,38,TikTok,1,3,April,175
9055,3052,8,Email,0,12,October,
9056,3428,47,TikTok,1,1,November,173
9057,211,13,Email,0,15,January,
9058,3829,11,Email,1,30,January,
9059,2457,67,TikTok,0,6,September,
9060,1050,3,Email,0,5,June,
9061,2902,37,TikTok,0,26,December,
9062,2632,99,Landline,0,10,April,
9063,1708,25,Google Ads,0,20,November,
9064,340,59,TikTok,1,7,December,158
9065,918,53,TikTok,0,22,June,
9066,1421,82,Website,1,4,June,97
9067,2665,50,TikTok,0,17,July,
9068,3869,52,Instagram,1,25,February,139
9069,272,31,Google Ads,0,3,March,
9070,362,13,Email,0,23,December,
9071,922,24,Google Ads,0,27,May,
9072,927,63,Instagram,0,31,March,
9073,895,35,Instagram,0,15,January,
9074,3312,6,Email,1,22,January,
9075,1661,86,Landline,0,3,August,
9076,3363,38,TikTok,0,13,March,
9077,930,29,Google Ads,0,13,December,
9078,752,71,Website,0,27,December,
9079,2476,51,TikTok,0,10,August,
9080,1777,5,Email,0,7,October,
9081,1813,25,Google Ads,0,29,November,
9082,3871,50,TikTok,0,8,June,
9083,3799,94,Telephone,0,5,December,
9084,3793,12,Email,1,17,December,
9085,268,32,Google Ads,0,20,October,
9086,1335,76,Website,0,19,April,
9087,1924,66,TikTok,0,16,April,
9088,1756,7,Email,0,2,March,
9089,2839,23,Google Ads,1,6,March,117
9090,3463,33,TikTok,0,21,March,
9091,2347,6,Email,0,28,January,
9092,3512,41,Instagram,0,23,March,
9093,1703,65,Instagram,1,16,February,133
9094,1307,91,Telephone,0,17,November,
9095,3287,9,Email,0,20,October,
9096,2463,37,TikTok,1,1,January,159
9097,526,87,Landline,0,5,February,
9098,541,58,TikTok,1,6,April,115
9099,2461,36,TikTok,0,19,January,
9100,887,28,Google Ads,0,26,January,
9101,490,16,Email,0,8,September,
9102,3838,31,Google Ads,0,4,March,
9103,1810,46,Instagram,0,19,August,
9104,1895,26,Google Ads,0,14,October,
9105,1170,71,Website,0,1,January,
9106,1770,9,Email,0,27,October,
9107,410,83,Website,0,3,October,
9108,3401,54,Instagram,0,10,June,
9109,9,83,Website,0,25,October,
9110,367,80,Website,0,13,September,
9111,1772,21,Google Ads,0,3,July,
9112,2597,45,TikTok,0,25,October,
9113,2535,75,Website,0,4,September,
9114,2436,31,Google Ads,0,28,February,
9115,3598,23,Google Ads,0,23,February,
9116,2730,83,Website,0,2,October,
9117,293,87,Landline,0,18,January,
9118,1747,37,Instagram,1,2,January,82
9119,493,46,TikTok,1,20,August,32
9120,3837,98,Telephone,0,27,January,
9121,3457,47,TikTok,1,22,October,57
9122,3404,3,Email,0,29,June,
9123,1052,19,Google Ads,0,17,April,
9124,3745,8,Email,1,25,October,
9125,2713,78,Website,0,20,July,
9126,1781,9,Email,1,19,October,
9127,2471,46,Instagram,1,18,August,55
9128,2173,11,Email,0,19,February,
9129,1148,38,TikTok,0,12,April,
9130,1570,94,Landline,0,19,November,
9131,2821,83,Website,0,27,October,
9132,988,91,Telephone,0,11,November,
9133,395,6,Email,0,20,January,
9134,899,95,Landline,0,9,July,
9135,3932,75,Website,1,2,October,74
9136,763,89,Telephone,0,13,February,
9137,3885,3,Email,1,7,June,
9138,1009,36,TikTok,1,16,February,90
9139,751,56,Instagram,0,19,July,
9140,2839,83,Website,0,28,October,
9141,1350,53,Instagram,0,14,June,
9142,2493,8,Email,0,9,October,
9143,3698,66,Instagram,1,3,May,34
9144,503,29,Google Ads,1,9,December,26
9145,1334,29,Google Ads,0,2,December,
9146,2313,55,TikTok,1,8,April,125
9147,2217,37,TikTok,0,27,December,
9148,3071,22,Google Ads,1,23,October,99
9149,3641,88,Landline,0,16,May,
9150,2467,35,TikTok,1,18,January,127
9151,1379,45,TikTok,0,11,November,
9152,2241,79,Website,0,8,September,
9153,745,31,Google Ads,0,10,March,
9154,2142,10,Email,0,3,June,
9155,273,94,Telephone,0,9,December,
9156,3702,30,Google Ads,0,30,August,
9157,1648,90,Landline,0,4,January,
9158,2433,63,Instagram,0,22,April,
9159,1902,83,Website,1,5,October,137
9160,2586,34,Instagram,0,26,November,
9161,3668,18,Email,0,12,October,
9162,1646,94,Telephone,0,29,November,
9163,1322,49,Instagram,1,27,May,65
9164,1589,37,TikTok,0,5,December,
9165,123,16,Email,1,23,September,
9166,646,45,Instagram,0,25,October,
9167,3270,96,Landline,0,30,June,
9168,1021,42,Instagram,0,16,February,
9169,3529,31,Google Ads,0,14,March,
9170,1073,56,TikTok,1,20,July,79
9171,1189,4,Email,0,11,September,
9172,3901,42,TikTok,0,12,February,
9173,2027,10,Email,0,14,June,
9174,236,77,Website,0,27,April,
9175,1356,35,TikTok,0,15,January,
9176,435,95,Telephone,0,12,July,
9177,3710,89,Landline,0,13,February,
9178,1430,56,TikTok,0,5,August,
9179,2591,94,Landline,0,10,December,
9180,960,97,Telephone,0,24,April,
9181,3232,77,Website,0,23,April,
9182,136,68,Instagram,1,26,March,40
9183,3614,2,Email,0,25,December,
9184,1591,50,Instagram,0,7,June,
9185,685,66,TikTok,0,15,April,
9186,3585,28,Google Ads,1,9,January,66
9187,2381,13,Email,0,3,January,
9188,3931,17,Email,1,31,December,
9189,1310,83,Website,0,22,September,
9190,1336,41,Instagram,1,23,March,138
9191,3673,24,Google Ads,0,23,May,
9192,184,3,Email,0,3,June,
9193,1957,60,Instagram,0,4,August,
9194,2011,57,TikTok,0,12,December,
9195,446,16,Email,0,15,September,
9196,3482,75,Website,0,6,August,
9197,1204,83,Website,0,13,September,
9198,1156,47,TikTok,0,31,October,
9199,958,99,Telephone,0,4,April,
9200,27,40,Instagram,1,12,September,88
9201,1046,9,Email,1,28,October,
9202,3130,30,Google Ads,0,19,August,
9203,293,41,TikTok,0,18,March,
9204,3322,60,Instagram,0,31,July,
9205,2964,5,Email,0,25,September,
9206,316,77,Website,0,16,April,
9207,730,73,Website,0,5,October,
9208,1397,3,Email,1,19,June,
9209,986,87,Telephone,0,27,January,
9210,2450,56,Instagram,1,15,August,64
9211,3560,93,Telephone,0,18,December,
9212,2114,24,Google Ads,0,12,May,
9213,2744,72,Website,0,25,October,
9214,1275,40,TikTok,0,17,September,
9215,2314,97,Telephone,0,10,May,
9216,3714,79,Website,0,30,August,
9217,1592,14,Email,0,26,June,
9218,618,63,Instagram,1,23,February,70
9219,986,86,Landline,0,30,August,
9220,102,26,Google Ads,0,12,October,
9221,487,82,Website,0,18,June,
9222,3158,73,Website,0,6,October,
9223,3144,91,Telephone,0,12,November,
9224,3096,14,Email,0,24,May,
9225,3452,94,Telephone,0,8,December,
9226,693,99,Landline,0,11,April,
9227,317,42,Instagram,1,22,February,168
9228,1644,65,Instagram,1,14,February,172
9229,3724,60,Instagram,0,9,August,
9230,3562,57,TikTok,0,5,December,
9231,3690,10,Email,0,31,May,
9232,2864,53,Instagram,0,20,June,
9233,2914,99,Landline,0,1,April,
9234,3912,80,Website,0,10,September,
9235,1594,90,Telephone,0,2,January,
9236,1648,21,Google Ads,0,17,July,
9237,1344,9,Email,0,24,October,
9238,466,16,Email,0,1,September,
9239,1216,55,Instagram,0,5,April,
9240,1048,82,Website,0,5,June,
9241,875,16,Email,1,27,September,
9242,402,13,Email,1,6,December,
9243,1462,73,Website,0,20,October,
9244,2582,12,Email,0,2,January,
9245,1183,34,Instagram,1,2,November,134
9246,1830,60,Instagram,0,22,July,
9247,1247,96,Telephone,0,5,June,
9248,1867,60,Instagram,0,29,July,
9249,1395,55,Instagram,0,13,April,
9250,3042,39,Instagram,0,18,April,
9251,2913,73,Website,0,17,October,
9252,274,62,TikTok,0,19,February,
9253,890,58,TikTok,1,1,April,134
9254,10,15,Email,0,16,February,
9255,3379,91,Landline,0,16,November,
9256,2203,21,Google Ads,1,17,July,102
9257,518,60,TikTok,1,14,July,62
9258,1727,61,TikTok,1,14,August,123
9259,1740,93,Landline,0,31,December,
9260,3561,17,Email,0,3,December,
9261,1724,42,Instagram,1,29,January,150
9262,802,90,Telephone,0,6,January,
9263,2221,42,Instagram,1,24,February,133
9264,2990,29,Google Ads,0,8,December,
9265,2020,60,TikTok,0,26,July,
9266,1212,21,Google Ads,0,21,July,
9267,71,38,Instagram,0,13,March,
9268,1211,19,Google Ads,0,30,May,
9269,3657,51,Instagram,0,5,September,
9270,2929,4,Email,0,21,September,
9271,3166,22,Google Ads,1,17,October,130
9272,1214,38,TikTok,0,27,March,
9273,2868,18,Email,0,10,October,
9274,403,31,Google Ads,0,11,March,
9275,303,88,Landline,0,19,April,
9276,2485,99,Telephone,0,7,April,
9277,3910,17,Email,0,30,December,
9278,454,30,Google Ads,0,31,August,
9279,2214,34,Instagram,0,1,November,
9280,3550,33,Instagram,0,23,March,
9281,49,71,Website,0,31,December,
9282,1495,95,Landline,0,9,August,
9283,175,24,Google Ads,0,18,May,
9284,1479,77,Website,1,8,May,
9285,3376,50,Instagram,0,28,June,
9286,2503,6,Email,0,23,January,
9287,2082,26,Google Ads,1,9,October,146
9288,3139,86,Telephone,0,13,September,
9289,3746,97,Telephone,0,6,May,
9290,3462,90,Landline,0,12,February,
9291,819,3,Email,0,5,June,
9292,3681,3,Email,0,18,June,
9293,917,37,TikTok,0,27,November,
9294,2146,33,TikTok,1,5,April,39
9295,1237,30,Google Ads,1,31,August,67
9296,1877,29,Google Ads,0,5,December,
9297,2959,94,Telephone,0,21,November,
9298,1459,73,Website,0,6,October,
9299,620,26,Google Ads,0,13,October,
9300,15,42,TikTok,0,27,January,
9301,3066,71,Website,0,27,January,
9302,636,84,Landline,0,4,February,
9303,2147,90,Telephone,0,31,December,
9304,2488,75,Website,0,9,September,
9305,3869,82,Website,0,28,May,
9306,318,47,TikTok,1,26,October,35
9307,1175,63,Instagram,0,28,March,
9308,1558,80,Website,0,16,September,
9309,1303,15,Email,0,3,March,
9310,953,45,TikTok,0,13,October,
9311,3493,77,Website,0,30,March,
9312,1377,50,Instagram,0,22,July,
9313,2878,62,TikTok,1,1,March,100
9314,3860,17,Email,0,30,November,
9315,62,87,Telephone,0,9,January,
9316,276,19,Google Ads,0,9,May,
9317,1041,82,Website,0,11,May,
9318,2542,66,Instagram,1,10,May,53
9319,1990,72,Website,0,19,October,
9320,1532,1,Email,1,15,June,
9321,2957,48,Instagram,0,11,May,
9322,988,11,Email,0,6,February,
9323,2432,47,TikTok,0,1,October,
9324,2868,50,TikTok,0,21,June,
9325,1803,35,TikTok,1,19,January,65
9326,1270,90,Telephone,0,4,January,
9327,3890,92,Landline,0,29,November,
9328,2008,9,Email,0,15,October,
9329,2157,94,Telephone,0,21,November,
9330,1147,8,Email,0,27,September,
9331,1190,46,Instagram,0,25,August,
9332,1603,53,TikTok,0,23,June,
9333,3526,36,Instagram,0,28,February,
9334,2030,78,Website,0,12,July,
9335,492,15,Email,0,1,February,
9336,1198,33,TikTok,0,27,March,
9337,1049,27,Google Ads,0,23,February,
9338,3870,28,Google Ads,0,14,February,
9339,841,73,Website,0,7,October,
9340,50,90,Telephone,0,13,January,
9341,3730,9,Email,0,18,October,
9342,3584,61,Instagram,0,17,September,
9343,2377,58,TikTok,1,8,April,114
9344,3061,73,Website,1,22,October,
9345,886,8,Email,0,10,November,
9346,2644,51,TikTok,1,8,August,22
9347,43,43,Instagram,1,26,November,31
9348,3697,63,Instagram,0,22,February,
9349,2656,39,Instagram,0,4,April,
9350,1423,55,TikTok,1,12,April,90
9351,3950,45,Instagram,0,4,November,
9352,1693,6,Email,0,22,January,
9353,2756,96,Landline,0,1,June,
9354,3403,75,Website,0,13,August,
9355,923,99,Telephone,0,1,April,
9356,409,95,Telephone,0,10,August,
9357,245,58,TikTok,1,21,April,153
9358,2243,87,Landline,0,9,February,
9359,1877,9,Email,0,22,October,
9360,3826,10,Email,0,17,June,
9361,2615,88,Landline,0,28,April,
9362,604,68,TikTok,0,22,March,
9363,871,12,Email,0,22,December,
9364,239,45,TikTok,0,8,December,
9365,2285,11,Email,0,26,January,
9366,3233,3,Email,0,22,June,
9367,2041,14,Email,0,28,June,
9368,3258,95,Telephone,0,3,August,
9369,2160,4,Email,0,19,September,
9370,2555,94,Telephone,0,25,November,
9371,2490,67,TikTok,0,3,September,
9372,3812,92,Telephone,0,26,November,
9373,1869,9,Email,1,25,October,
9374,2511,83,Website,0,23,October,
9375,2293,8,Email,0,4,November,
9376,3949,87,Landline,0,9,February,
9377,3608,45,Instagram,1,29,November,53
9378,1356,7,Email,0,2,March,
9379,3418,56,TikTok,0,1,August,
9380,3803,6,Email,0,31,January,
9381,1532,10,Email,0,30,May,
9382,2999,31,Google Ads,0,28,February,
9383,2405,20,Google Ads,0,11,October,
9384,2564,91,Landline,0,19,November,
9385,2434,74,Website,0,19,August,
9386,1564,64,TikTok,0,2,July,
9387,3886,10,Email,0,12,June,
9388,3249,11,Email,0,26,January,
9389,1698,4,Email,0,7,September,
9390,2039,73,Website,0,3,October,
9391,600,16,Email,0,23,September,
9392,684,47,TikTok,1,28,October,73
9393,3997,18,Email,0,18,October,
9394,3971,58,TikTok,0,1,April,
9395,2781,31,Google Ads,0,10,March,
9396,155,84,Telephone,0,28,January,
9397,1244,56,TikTok,1,6,August,140
9398,2668,94,Telephone,0,5,December,
9399,2600,8,Email,0,2,November,
9400,3627,46,Instagram,0,18,August,
9401,3935,11,Email,0,29,January,
9402,1037,83,Website,0,30,September,
9403,715,52,Instagram,1,17,February,100
9404,3078,78,Website,0,27,July,
9405,402,10,Email,0,27,May,
9406,3258,2,Email,0,20,December,
9407,1447,21,Google Ads,0,10,July,
9408,517,2,Email,0,12,December,
9409,774,39,TikTok,0,18,April,
9410,22,52,TikTok,1,13,February,87
9411,2519,35,Instagram,0,25,January,
9412,1980,34,Instagram,1,31,October,44
9413,1737,82,Website,0,28,May,
9414,1049,17,Email,0,20,December,
9415,3940,6,Email,0,29,January,
9416,3517,47,TikTok,0,1,October,
9417,1331,39,TikTok,0,17,April,
9418,1031,53,TikTok,0,22,June,
9419,3606,38,TikTok,0,22,March,
9420,305,11,Email,0,8,March,
9421,736,79,Website,0,1,October,
9422,449,89,Landline,0,2,March,
9423,2269,83,Website,0,3,November,
9424,3663,16,Email,1,22,September,
9425,2784,36,Instagram,0,4,January,
9426,586,71,Website,0,31,December,
9427,3113,41,TikTok,1,24,March,25
9428,261,30,Google Ads,0,29,August,
9429,3851,10,Email,0,16,June,
9430,851,99,Telephone,0,14,April,
9431,3293,65,TikTok,1,11,April,45
9432,1220,5,Email,0,7,October,
9433,2111,45,TikTok,1,5,November,87
9434,2530,15,Email,0,14,February,
9435,2015,64,TikTok,0,10,July,
9436,2905,36,TikTok,0,6,February,
9437,2448,65,Instagram,0,20,March,
9438,1843,46,TikTok,1,16,August,96
9439,1790,82,Website,0,31,May,
9440,2619,17,Email,1,28,December,
9441,1582,21,Google Ads,1,24,July,144
9442,1251,9,Email,0,25,October,
9443,2182,1,Email,1,4,July,
9444,2808,14,Email,0,13,May,
9445,3715,73,Website,0,7,October,
9446,71,8,Email,0,1,November,
9447,2904,11,Email,0,28,February,
9448,3178,44,TikTok,1,11,March,37
9449,1268,12,Email,0,6,December,
9450,387,79,Website,0,11,August,
9451,808,27,Google Ads,0,9,March,
9452,1387,78,Website,0,1,August,
9453,2052,68,Instagram,0,10,March,
9454,1149,97,Telephone,0,15,May,
9455,2095,43,TikTok,1,26,November,48
9456,2517,11,Email,0,27,February,
9457,1812,79,Website,0,8,September,
9458,3432,8,Email,0,27,October,
9459,124,90,Landline,0,17,January,
9460,1976,68,TikTok,1,28,March,90
9461,1967,54,Instagram,0,26,May,
9462,1038,98,Landline,0,29,January,
9463,3833,94,Telephone,0,16,November,
9464,2501,66,TikTok,0,7,May,
9465,3610,30,Google Ads,0,27,August,
9466,2559,18,Email,1,6,October,
9467,2152,87,Telephone,0,22,January,
9468,3960,53,Instagram,0,21,June,
9469,412,82,Website,0,16,May,
9470,2873,44,Instagram,1,3,March,155
9471,1406,89,Telephone,0,27,February,
9472,3133,18,Email,0,17,October,
9473,3843,90,Telephone,0,30,January,
9474,256,70,Instagram,0,14,September,
9475,2959,73,Website,0,19,October,
9476,591,47,TikTok,1,28,September,33
9477,3372,16,Email,1,17,September,
9478,2350,60,TikTok,1,19,July,37
9479,2256,76,Website,0,15,May,
9480,1573,40,Instagram,0,12,September,
9481,3530,71,Website,0,1,January,
9482,1575,68,TikTok,0,8,April,
9483,2397,33,Instagram,0,24,March,
9484,3065,31,Google Ads,0,12,March,
9485,1071,99,Landline,0,12,April,
9486,2622,42,Instagram,0,15,February,
9487,2677,43,Instagram,1,1,December,157
9488,296,99,Landline,0,6,April,
9489,3909,52,Instagram,1,25,February,86
9490,2230,97,Telephone,0,4,May,
9491,3221,73,Website,0,6,October,
9492,297,65,TikTok,0,15,February,
9493,299,26,Google Ads,1,13,October,110
9494,1084,30,Google Ads,0,16,August,
9495,352,12,Email,1,17,January,
9496,2904,5,Email,1,10,September,
9497,3421,13,Email,0,11,December,
9498,1493,86,Landline,0,20,July,
9499,478,51,TikTok,1,4,September,101
9500,59,27,Google Ads,1,30,March,81
9501,3619,73,Website,0,26,October,
9502,714,40,TikTok,1,10,September,161
9503,3647,54,TikTok,0,26,May,
9504,2832,48,Instagram,1,26,April,44
9505,906,84,Telephone,0,11,January,
9506,2350,73,Website,0,9,October,
9507,204,39,Instagram,0,18,April,
9508,2211,57,Instagram,0,5,December,
9509,2747,61,Instagram,1,22,September,48
9510,218,1,Email,0,4,June,
9511,1388,66,TikTok,0,19,April,
9512,3280,40,Instagram,1,26,September,70
9513,3476,37,Instagram,0,5,December,
9514,3443,76,Website,0,12,June,
9515,2434,13,Email,1,15,December,
9516,3673,7,Email,0,10,March,
9517,592,72,Website,0,26,October,
9518,3021,20,Google Ads,0,11,October,
9519,2990,48,TikTok,1,16,May,61
9520,2640,13,Email,0,13,January,
9521,2803,38,TikTok,0,22,March,
9522,2565,11,Email,0,26,February,
9523,3863,1,Email,0,7,June,
9524,1604,62,Instagram,0,20,February,
9525,3314,93,Telephone,0,24,December,
9526,1400,30,Google Ads,0,17,August,
9527,1086,21,Google Ads,0,4,July,
9528,3041,73,Website,0,26,October,
9529,8,94,Landline,0,7,December,
9530,2882,5,Email,0,20,September,
9531,3516,79,Website,0,14,September,
9532,47,35,Instagram,0,14,January,
9533,3039,42,Instagram,1,18,February,119
9534,559,72,Website,0,9,October,
9535,2346,78,Website,0,26,August,
9536,1976,7,Email,1,1,March,
9537,3637,72,Website,0,3,October,
9538,3605,47,TikTok,1,27,September,45
9539,1165,85,Landline,0,20,May,
9540,13,94,Landline,0,12,December,
9541,2789,28,Google Ads,0,9,February,
9542,1513,72,Website,0,16,October,
9543,665,46,Instagram,0,27,August,
9544,1602,40,TikTok,0,25,September,
9545,1576,75,Website,0,17,September,
9546,3410,66,TikTok,1,23,April,139
9547,1599,21,Google Ads,0,5,July,
9548,1217,42,Instagram,0,2,February,
9549,2631,85,Telephone,0,6,May,
9550,539,53,Instagram,0,13,June,
9551,1707,56,TikTok,1,23,July,123
9552,161,16,Email,0,30,August,
9553,2229,68,TikTok,0,28,March,
9554,2123,57,TikTok,0,2,December,
9555,2948,80,Website,0,28,September,
9556,3112,12,Email,1,20,January,
9557,700,67,Instagram,0,9,September,
9558,3065,22,Google Ads,0,30,October,
9559,787,88,Telephone,0,17,May,
9560,3339,14,Email,0,17,May,
9561,1067,26,Google Ads,0,9,October,
9562,109,83,Website,0,14,October,
9563,1481,75,Website,0,8,August,
9564,578,79,Website,0,28,September,
9565,3624,64,TikTok,0,16,July,
9566,1613,55,TikTok,1,4,April,33
9567,3733,45,Instagram,1,27,October,113
9568,2000,27,Google Ads,0,28,March,
9569,867,19,Google Ads,0,6,May,
9570,1289,61,TikTok,0,19,August,
9571,2793,81,Website,0,8,August,
9572,3133,69,TikTok,0,5,October,
9573,2286,55,TikTok,1,3,April,97
9574,3017,90,Landline,0,18,January,
9575,3838,96,Landline,0,29,June,
9576,685,68,Instagram,1,27,March,26
9577,3848,83,Website,0,4,November,
9578,3782,55,TikTok,1,11,April,98
9579,2440,57,TikTok,1,1,December,136
9580,1880,58,TikTok,0,16,April,
9581,586,22,Google Ads,0,17,October,
9582,2888,82,Website,1,28,June,
9583,505,24,Google Ads,0,15,May,
9584,1888,13,Email,0,19,January,
9585,3197,78,Website,0,10,July,
9586,107,24,Google Ads,0,12,May,
9587,3253,75,Website,0,20,August,
9588,3893,35,TikTok,1,12,January,91
9589,548,56,TikTok,0,16,July,
9590,3245,51,Instagram,1,9,September,40
9591,263,64,Instagram,0,5,July,
9592,1481,54,TikTok,0,1,June,
9593,1513,75,Website,0,17,September,
9594,3110,38,TikTok,0,6,April,
9595,2818,82,Website,0,19,May,
9596,1164,26,Google Ads,0,14,October,
9597,2067,66,Instagram,0,7,June,
9598,3771,59,TikTok,1,5,December,148
9599,816,61,Instagram,0,28,September,
9600,3729,17,Email,0,1,January,
9601,2436,21,Google Ads,0,6,June,
9602,99,93,Telephone,0,28,December,
9603,899,58,Instagram,0,15,April,
9604,1177,3,Email,0,7,June,
9605,2865,95,Telephone,0,17,August,
9606,1303,63,Instagram,1,27,March,151
9607,982,87,Landline,0,4,January,
9608,2360,47,Instagram,0,21,September,
9609,3883,28,Google Ads,0,7,February,
9610,2211,72,Website,0,30,September,
9611,2267,63,TikTok,1,16,March,159
9612,1751,65,Instagram,0,14,April,
9613,2273,19,Google Ads,0,29,May,
9614,1286,35,Instagram,1,24,January,108
9615,2441,90,Landline,0,17,January,
9616,2473,16,Email,0,4,September,
9617,3919,20,Google Ads,0,22,September,
9618,61,39,TikTok,0,17,April,
9619,1100,50,Instagram,1,11,July,156
9620,3694,41,Instagram,0,15,March,
9621,3763,10,Email,0,9,June,
9622,1801,59,Instagram,0,6,December,
9623,87,48,TikTok,0,7,June,
9624,87,27,Google Ads,0,4,March,
9625,1104,24,Google Ads,0,25,May,
9626,2855,92,Telephone,0,2,December,
9627,1475,59,Instagram,0,30,November,
9628,3815,66,Instagram,0,23,May,
9629,648,62,Instagram,1,27,February,145
9630,683,48,Instagram,0,6,May,
9631,3036,73,Website,0,9,October,
9632,3497,71,Website,0,2,February,
9633,205,48,TikTok,0,16,May,
9634,920,16,Email,0,27,September,
9635,1951,73,Website,1,15,October,137
9636,2414,74,Website,1,18,July,
9637,1147,98,Landline,0,24,January,
9638,2238,61,TikTok,0,17,September,
9639,2201,59,TikTok,1,1,December,134
9640,1159,23,Google Ads,0,7,March,
9641,2118,64,TikTok,1,9,July,161
9642,734,89,Landline,0,25,February,
9643,2101,81,Website,0,9,August,
9644,2455,85,Telephone,0,10,May,
9645,2003,38,Instagram,0,17,March,
9646,725,30,Google Ads,0,31,August,
9647,2158,95,Telephone,0,17,August,
9648,1738,59,Instagram,1,11,December,170
9649,3849,44,TikTok,1,3,March,100
9650,55,87,Landline,0,27,January,
9651,1135,11,Email,0,2,February,
9652,3374,20,Google Ads,0,4,October,
9653,2968,18,Email,0,8,October,
9654,591,32,Google Ads,0,4,November,
9655,217,63,TikTok,1,3,March,113
9656,2528,2,Email,0,23,December,
9657,1289,83,Website,0,27,October,
9658,1840,12,Email,0,29,December,
9659,2643,88,Telephone,0,20,May,
9660,3276,6,Email,0,31,January,
9661,843,2,Email,1,19,December,
9662,3914,25,Google Ads,0,29,November,
9663,1825,28,Google Ads,0,12,January,
9664,2730,61,Instagram,1,27,August,22
9665,2409,40,TikTok,1,29,September,58
9666,1359,87,Telephone,0,20,January,
9667,1537,67,TikTok,0,9,September,
9668,3970,35,TikTok,0,19,January,
9669,2952,24,Google Ads,0,14,May,
9670,37,75,Website,0,5,October,
9671,483,31,Google Ads,0,11,March,
9672,2545,90,Telephone,0,31,January,
9673,1188,79,Website,0,22,September,
9674,2608,89,Landline,0,24,February,
9675,220,26,Google Ads,0,2,October,
9676,3973,31,Google Ads,0,11,March,
9677,529,78,Website,0,6,August,
9678,250,17,Email,1,26,November,
9679,3511,26,Google Ads,0,16,October,
9680,49,3,Email,0,30,June,
9681,3562,65,Instagram,1,11,March,100
9682,44,55,Instagram,1,3,April,82
9683,122,19,Google Ads,0,24,May,
9684,27,50,TikTok,1,19,July,55
9685,2401,11,Email,0,27,February,
9686,3426,13,Email,0,31,December,
9687,2116,64,Instagram,0,3,July,
9688,771,17,Email,0,3,December,
9689,2548,53,Instagram,0,9,June,
9690,2392,71,Website,0,31,January,
9691,3977,4,Email,1,20,September,
9692,3916,6,Email,0,31,January,
9693,2096,95,Landline,0,8,July,
9694,2991,46,Instagram,0,23,August,
9695,3464,47,TikTok,0,28,October,
9696,1557,79,Website,0,7,September,
9697,796,18,Email,0,19,October,
9698,2048,73,Website,0,1,November,
9699,1502,32,Google Ads,1,4,November,
9700,3904,10,Email,0,30,May,
9701,3785,24,Google Ads,0,25,May,
9702,1109,39,Instagram,1,8,April,178
9703,3541,84,Landline,0,30,December,
9704,1459,52,TikTok,1,23,February,95
9705,3506,91,Telephone,0,5,November,
9706,314,12,Email,1,2,December,
9707,2418,81,Website,0,18,August,
9708,3613,70,TikTok,1,18,September,26
9709,1043,56,Instagram,1,23,July,122
9710,1401,9,Email,0,26,October,
9711,426,8,Email,1,2,October,
9712,3413,86,Telephone,0,23,August,
9713,1287,28,Google Ads,0,30,January,
9714,3862,3,Email,0,24,June,
9715,2271,93,Landline,0,23,December,
9716,527,41,Instagram,1,25,March,48
9717,3454,30,Google Ads,0,31,August,
9718,1454,59,Instagram,0,10,December,
9719,2276,73,Website,0,26,October,
9720,1827,3,Email,1,11,June,
9721,1121,71,Website,0,30,December,
9722,1323,17,Email,1,1,December,
9723,2879,87,Telephone,0,31,December,
9724,1471,89,Telephone,0,21,March,
9725,468,8,Email,0,27,October,
9726,721,49,TikTok,0,27,May,
9727,3691,13,Email,1,19,December,
9728,3534,40,Instagram,0,28,September,
9729,2238,2,Email,0,18,December,
9730,2687,24,Google Ads,0,15,May,
9731,1318,15,Email,0,13,February,
9732,3565,57,TikTok,1,21,November,43
9733,379,70,TikTok,0,17,September,
9734,517,33,Instagram,0,5,April,
9735,705,52,Instagram,1,15,February,24
9736,1217,91,Telephone,0,15,November,
9737,3074,49,TikTok,1,25,May,158
9738,1357,8,Email,1,2,November,
9739,3177,85,Landline,0,14,May,
9740,247,5,Email,0,28,September,
9741,3829,6,Email,0,23,January,
9742,1780,1,Email,1,8,June,
9743,3489,11,Email,0,28,January,
9744,2278,2,Email,0,20,December,
9745,2007,53,TikTok,0,22,June,
9746,1286,90,Telephone,0,18,January,
9747,3144,79,Website,0,14,August,
9748,103,14,Email,0,13,June,
9749,1872,66,Instagram,0,2,June,
